$begin 'SolutionData'
	Type='PhaseVoltage'
	$begin 'Data'
		Datum(Dependent=0, Independent=0)
		Datum(Dependent=1, Independent=31.3484)
		Datum(Dependent=2, Independent=62.6873)
		Datum(Dependent=3, Independent=94.00709999999999)
		Datum(Dependent=4, Independent=125.298)
		Datum(Dependent=5, Independent=156.551)
		Datum(Dependent=6, Independent=187.757)
		Datum(Dependent=7, Independent=218.905)
		Datum(Dependent=8, Independent=249.986)
		Datum(Dependent=9, Independent=280.991)
		Datum(Dependent=10, Independent=311.911)
		Datum(Dependent=11, Independent=342.736)
		Datum(Dependent=12, Independent=373.456)
		Datum(Dependent=13, Independent=404.063)
		Datum(Dependent=14, Independent=434.546)
		Datum(Dependent=15, Independent=464.897)
		Datum(Dependent=16, Independent=495.106)
		Datum(Dependent=17, Independent=525.165)
		Datum(Dependent=18, Independent=555.064)
		Datum(Dependent=19, Independent=584.793)
		Datum(Dependent=20, Independent=614.345)
		Datum(Dependent=21, Independent=643.7089999999999)
		Datum(Dependent=22, Independent=672.877)
		Datum(Dependent=23, Independent=701.841)
		Datum(Dependent=24, Independent=730.59)
		Datum(Dependent=25, Independent=759.117)
		Datum(Dependent=26, Independent=787.413)
		Datum(Dependent=27, Independent=815.4690000000001)
		Datum(Dependent=28, Independent=843.276)
		Datum(Dependent=29, Independent=870.827)
		Datum(Dependent=30, Independent=898.112)
		Datum(Dependent=31, Independent=925.124)
		Datum(Dependent=32, Independent=951.854)
		Datum(Dependent=33, Independent=978.294)
		Datum(Dependent=34, Independent=1004.44)
		Datum(Dependent=35, Independent=1030.27)
		Datum(Dependent=36, Independent=1055.79)
		Datum(Dependent=37, Independent=1080.99)
		Datum(Dependent=38, Independent=1105.87)
		Datum(Dependent=39, Independent=1130.4)
		Datum(Dependent=40, Independent=1154.59)
		Datum(Dependent=41, Independent=1178.43)
		Datum(Dependent=42, Independent=1201.91)
		Datum(Dependent=43, Independent=1225.02)
		Datum(Dependent=44, Independent=1247.76)
		Datum(Dependent=45, Independent=1270.12)
		Datum(Dependent=46, Independent=1292.1)
		Datum(Dependent=47, Independent=1313.68)
		Datum(Dependent=48, Independent=1334.85)
		Datum(Dependent=49, Independent=1355.63)
		Datum(Dependent=50, Independent=1375.99)
		Datum(Dependent=51, Independent=1395.93)
		Datum(Dependent=52, Independent=1415.44)
		Datum(Dependent=53, Independent=1434.53)
		Datum(Dependent=54, Independent=1453.18)
		Datum(Dependent=55, Independent=1471.38)
		Datum(Dependent=56, Independent=1489.14)
		Datum(Dependent=57, Independent=1506.44)
		Datum(Dependent=58, Independent=1523.28)
		Datum(Dependent=59, Independent=1539.66)
		Datum(Dependent=60, Independent=1555.58)
		Datum(Dependent=61, Independent=1571.01)
		Datum(Dependent=62, Independent=1585.97)
		Datum(Dependent=63, Independent=1600.45)
		Datum(Dependent=64, Independent=1614.44)
		Datum(Dependent=65, Independent=1627.93)
		Datum(Dependent=66, Independent=1640.93)
		Datum(Dependent=67, Independent=1653.43)
		Datum(Dependent=68, Independent=1665.43)
		Datum(Dependent=69, Independent=1676.92)
		Datum(Dependent=70, Independent=1687.9)
		Datum(Dependent=71, Independent=1698.36)
		Datum(Dependent=72, Independent=1708.31)
		Datum(Dependent=73, Independent=1717.74)
		Datum(Dependent=74, Independent=1726.64)
		Datum(Dependent=75, Independent=1735.02)
		Datum(Dependent=76, Independent=1742.87)
		Datum(Dependent=77, Independent=1750.19)
		Datum(Dependent=78, Independent=1756.97)
		Datum(Dependent=79, Independent=1763.22)
		Datum(Dependent=80, Independent=1768.94)
		Datum(Dependent=81, Independent=1774.11)
		Datum(Dependent=82, Independent=1778.74)
		Datum(Dependent=83, Independent=1782.84)
		Datum(Dependent=84, Independent=1786.38)
		Datum(Dependent=85, Independent=1789.39)
		Datum(Dependent=86, Independent=1791.85)
		Datum(Dependent=87, Independent=1793.76)
		Datum(Dependent=88, Independent=1795.13)
		Datum(Dependent=89, Independent=1795.95)
		Datum(Dependent=90, Independent=1796.22)
		Datum(Dependent=91, Independent=1795.95)
		Datum(Dependent=92, Independent=1795.13)
		Datum(Dependent=93, Independent=1793.76)
		Datum(Dependent=94, Independent=1791.85)
		Datum(Dependent=95, Independent=1789.39)
		Datum(Dependent=96, Independent=1786.38)
		Datum(Dependent=97, Independent=1782.84)
		Datum(Dependent=98, Independent=1778.74)
		Datum(Dependent=99, Independent=1774.11)
		Datum(Dependent=100, Independent=1768.94)
		Datum(Dependent=101, Independent=1763.22)
		Datum(Dependent=102, Independent=1756.97)
		Datum(Dependent=103, Independent=1750.19)
		Datum(Dependent=104, Independent=1742.87)
		Datum(Dependent=105, Independent=1735.02)
		Datum(Dependent=106, Independent=1726.64)
		Datum(Dependent=107, Independent=1717.74)
		Datum(Dependent=108, Independent=1708.31)
		Datum(Dependent=109, Independent=1698.36)
		Datum(Dependent=110, Independent=1687.9)
		Datum(Dependent=111, Independent=1676.92)
		Datum(Dependent=112, Independent=1665.43)
		Datum(Dependent=113, Independent=1653.43)
		Datum(Dependent=114, Independent=1640.93)
		Datum(Dependent=115, Independent=1627.93)
		Datum(Dependent=116, Independent=1614.44)
		Datum(Dependent=117, Independent=1600.45)
		Datum(Dependent=118, Independent=1585.97)
		Datum(Dependent=119, Independent=1571.01)
		Datum(Dependent=120, Independent=1555.58)
		Datum(Dependent=121, Independent=1539.66)
		Datum(Dependent=122, Independent=1523.28)
		Datum(Dependent=123, Independent=1506.44)
		Datum(Dependent=124, Independent=1489.14)
		Datum(Dependent=125, Independent=1471.38)
		Datum(Dependent=126, Independent=1453.18)
		Datum(Dependent=127, Independent=1434.53)
		Datum(Dependent=128, Independent=1415.44)
		Datum(Dependent=129, Independent=1395.93)
		Datum(Dependent=130, Independent=1375.99)
		Datum(Dependent=131, Independent=1355.63)
		Datum(Dependent=132, Independent=1334.85)
		Datum(Dependent=133, Independent=1313.68)
		Datum(Dependent=134, Independent=1292.1)
		Datum(Dependent=135, Independent=1270.12)
		Datum(Dependent=136, Independent=1247.76)
		Datum(Dependent=137, Independent=1225.02)
		Datum(Dependent=138, Independent=1201.91)
		Datum(Dependent=139, Independent=1178.43)
		Datum(Dependent=140, Independent=1154.59)
		Datum(Dependent=141, Independent=1130.4)
		Datum(Dependent=142, Independent=1105.87)
		Datum(Dependent=143, Independent=1080.99)
		Datum(Dependent=144, Independent=1055.79)
		Datum(Dependent=145, Independent=1030.27)
		Datum(Dependent=146, Independent=1004.44)
		Datum(Dependent=147, Independent=978.294)
		Datum(Dependent=148, Independent=951.854)
		Datum(Dependent=149, Independent=925.124)
		Datum(Dependent=150, Independent=898.112)
		Datum(Dependent=151, Independent=870.827)
		Datum(Dependent=152, Independent=843.276)
		Datum(Dependent=153, Independent=815.4690000000001)
		Datum(Dependent=154, Independent=787.413)
		Datum(Dependent=155, Independent=759.117)
		Datum(Dependent=156, Independent=730.59)
		Datum(Dependent=157, Independent=701.841)
		Datum(Dependent=158, Independent=672.877)
		Datum(Dependent=159, Independent=643.7089999999999)
		Datum(Dependent=160, Independent=614.345)
		Datum(Dependent=161, Independent=584.793)
		Datum(Dependent=162, Independent=555.064)
		Datum(Dependent=163, Independent=525.165)
		Datum(Dependent=164, Independent=495.106)
		Datum(Dependent=165, Independent=464.897)
		Datum(Dependent=166, Independent=434.546)
		Datum(Dependent=167, Independent=404.063)
		Datum(Dependent=168, Independent=373.456)
		Datum(Dependent=169, Independent=342.736)
		Datum(Dependent=170, Independent=311.911)
		Datum(Dependent=171, Independent=280.991)
		Datum(Dependent=172, Independent=249.986)
		Datum(Dependent=173, Independent=218.905)
		Datum(Dependent=174, Independent=187.757)
		Datum(Dependent=175, Independent=156.551)
		Datum(Dependent=176, Independent=125.298)
		Datum(Dependent=177, Independent=94.00709999999999)
		Datum(Dependent=178, Independent=62.6873)
		Datum(Dependent=179, Independent=31.3484)
		Datum(Dependent=180, Independent=2.19974e-13)
		Datum(Dependent=181, Independent=-31.3484)
		Datum(Dependent=182, Independent=-62.6873)
		Datum(Dependent=183, Independent=-94.00709999999999)
		Datum(Dependent=184, Independent=-125.298)
		Datum(Dependent=185, Independent=-156.551)
		Datum(Dependent=186, Independent=-187.757)
		Datum(Dependent=187, Independent=-218.905)
		Datum(Dependent=188, Independent=-249.986)
		Datum(Dependent=189, Independent=-280.991)
		Datum(Dependent=190, Independent=-311.911)
		Datum(Dependent=191, Independent=-342.736)
		Datum(Dependent=192, Independent=-373.456)
		Datum(Dependent=193, Independent=-404.063)
		Datum(Dependent=194, Independent=-434.546)
		Datum(Dependent=195, Independent=-464.897)
		Datum(Dependent=196, Independent=-495.106)
		Datum(Dependent=197, Independent=-525.165)
		Datum(Dependent=198, Independent=-555.064)
		Datum(Dependent=199, Independent=-584.793)
		Datum(Dependent=200, Independent=-614.345)
		Datum(Dependent=201, Independent=-643.7089999999999)
		Datum(Dependent=202, Independent=-672.877)
		Datum(Dependent=203, Independent=-701.841)
		Datum(Dependent=204, Independent=-730.59)
		Datum(Dependent=205, Independent=-759.117)
		Datum(Dependent=206, Independent=-787.413)
		Datum(Dependent=207, Independent=-815.4690000000001)
		Datum(Dependent=208, Independent=-843.276)
		Datum(Dependent=209, Independent=-870.827)
		Datum(Dependent=210, Independent=-898.112)
		Datum(Dependent=211, Independent=-925.124)
		Datum(Dependent=212, Independent=-951.854)
		Datum(Dependent=213, Independent=-978.294)
		Datum(Dependent=214, Independent=-1004.44)
		Datum(Dependent=215, Independent=-1030.27)
		Datum(Dependent=216, Independent=-1055.79)
		Datum(Dependent=217, Independent=-1080.99)
		Datum(Dependent=218, Independent=-1105.87)
		Datum(Dependent=219, Independent=-1130.4)
		Datum(Dependent=220, Independent=-1154.59)
		Datum(Dependent=221, Independent=-1178.43)
		Datum(Dependent=222, Independent=-1201.91)
		Datum(Dependent=223, Independent=-1225.02)
		Datum(Dependent=224, Independent=-1247.76)
		Datum(Dependent=225, Independent=-1270.12)
		Datum(Dependent=226, Independent=-1292.1)
		Datum(Dependent=227, Independent=-1313.68)
		Datum(Dependent=228, Independent=-1334.85)
		Datum(Dependent=229, Independent=-1355.63)
		Datum(Dependent=230, Independent=-1375.99)
		Datum(Dependent=231, Independent=-1395.93)
		Datum(Dependent=232, Independent=-1415.44)
		Datum(Dependent=233, Independent=-1434.53)
		Datum(Dependent=234, Independent=-1453.18)
		Datum(Dependent=235, Independent=-1471.38)
		Datum(Dependent=236, Independent=-1489.14)
		Datum(Dependent=237, Independent=-1506.44)
		Datum(Dependent=238, Independent=-1523.28)
		Datum(Dependent=239, Independent=-1539.66)
		Datum(Dependent=240, Independent=-1555.58)
		Datum(Dependent=241, Independent=-1571.01)
		Datum(Dependent=242, Independent=-1585.97)
		Datum(Dependent=243, Independent=-1600.45)
		Datum(Dependent=244, Independent=-1614.44)
		Datum(Dependent=245, Independent=-1627.93)
		Datum(Dependent=246, Independent=-1640.93)
		Datum(Dependent=247, Independent=-1653.43)
		Datum(Dependent=248, Independent=-1665.43)
		Datum(Dependent=249, Independent=-1676.92)
		Datum(Dependent=250, Independent=-1687.9)
		Datum(Dependent=251, Independent=-1698.36)
		Datum(Dependent=252, Independent=-1708.31)
		Datum(Dependent=253, Independent=-1717.74)
		Datum(Dependent=254, Independent=-1726.64)
		Datum(Dependent=255, Independent=-1735.02)
		Datum(Dependent=256, Independent=-1742.87)
		Datum(Dependent=257, Independent=-1750.19)
		Datum(Dependent=258, Independent=-1756.97)
		Datum(Dependent=259, Independent=-1763.22)
		Datum(Dependent=260, Independent=-1768.94)
		Datum(Dependent=261, Independent=-1774.11)
		Datum(Dependent=262, Independent=-1778.74)
		Datum(Dependent=263, Independent=-1782.84)
		Datum(Dependent=264, Independent=-1786.38)
		Datum(Dependent=265, Independent=-1789.39)
		Datum(Dependent=266, Independent=-1791.85)
		Datum(Dependent=267, Independent=-1793.76)
		Datum(Dependent=268, Independent=-1795.13)
		Datum(Dependent=269, Independent=-1795.95)
		Datum(Dependent=270, Independent=-1796.22)
		Datum(Dependent=271, Independent=-1795.95)
		Datum(Dependent=272, Independent=-1795.13)
		Datum(Dependent=273, Independent=-1793.76)
		Datum(Dependent=274, Independent=-1791.85)
		Datum(Dependent=275, Independent=-1789.39)
		Datum(Dependent=276, Independent=-1786.38)
		Datum(Dependent=277, Independent=-1782.84)
		Datum(Dependent=278, Independent=-1778.74)
		Datum(Dependent=279, Independent=-1774.11)
		Datum(Dependent=280, Independent=-1768.94)
		Datum(Dependent=281, Independent=-1763.22)
		Datum(Dependent=282, Independent=-1756.97)
		Datum(Dependent=283, Independent=-1750.19)
		Datum(Dependent=284, Independent=-1742.87)
		Datum(Dependent=285, Independent=-1735.02)
		Datum(Dependent=286, Independent=-1726.64)
		Datum(Dependent=287, Independent=-1717.74)
		Datum(Dependent=288, Independent=-1708.31)
		Datum(Dependent=289, Independent=-1698.36)
		Datum(Dependent=290, Independent=-1687.9)
		Datum(Dependent=291, Independent=-1676.92)
		Datum(Dependent=292, Independent=-1665.43)
		Datum(Dependent=293, Independent=-1653.43)
		Datum(Dependent=294, Independent=-1640.93)
