$begin 'SolutionData'
	Type='PhaseVoltage'
	$begin 'Data'
		Datum(Dependent=295, Independent=-1627.93)
		Datum(Dependent=296, Independent=-1614.44)
		Datum(Dependent=297, Independent=-1600.45)
		Datum(Dependent=298, Independent=-1585.97)
		Datum(Dependent=299, Independent=-1571.01)
		Datum(Dependent=300, Independent=-1555.58)
		Datum(Dependent=301, Independent=-1539.66)
		Datum(Dependent=302, Independent=-1523.28)
		Datum(Dependent=303, Independent=-1506.44)
		Datum(Dependent=304, Independent=-1489.14)
		Datum(Dependent=305, Independent=-1471.38)
		Datum(Dependent=306, Independent=-1453.18)
		Datum(Dependent=307, Independent=-1434.53)
		Datum(Dependent=308, Independent=-1415.44)
		Datum(Dependent=309, Independent=-1395.93)
		Datum(Dependent=310, Independent=-1375.99)
		Datum(Dependent=311, Independent=-1355.63)
		Datum(Dependent=312, Independent=-1334.85)
		Datum(Dependent=313, Independent=-1313.68)
		Datum(Dependent=314, Independent=-1292.1)
		Datum(Dependent=315, Independent=-1270.12)
		Datum(Dependent=316, Independent=-1247.76)
		Datum(Dependent=317, Independent=-1225.02)
		Datum(Dependent=318, Independent=-1201.91)
		Datum(Dependent=319, Independent=-1178.43)
		Datum(Dependent=320, Independent=-1154.59)
		Datum(Dependent=321, Independent=-1130.4)
		Datum(Dependent=322, Independent=-1105.87)
		Datum(Dependent=323, Independent=-1080.99)
		Datum(Dependent=324, Independent=-1055.79)
		Datum(Dependent=325, Independent=-1030.27)
		Datum(Dependent=326, Independent=-1004.44)
		Datum(Dependent=327, Independent=-978.294)
		Datum(Dependent=328, Independent=-951.854)
		Datum(Dependent=329, Independent=-925.124)
		Datum(Dependent=330, Independent=-898.112)
		Datum(Dependent=331, Independent=-870.827)
		Datum(Dependent=332, Independent=-843.276)
		Datum(Dependent=333, Independent=-815.4690000000001)
		Datum(Dependent=334, Independent=-787.413)
		Datum(Dependent=335, Independent=-759.117)
		Datum(Dependent=336, Independent=-730.59)
		Datum(Dependent=337, Independent=-701.841)
		Datum(Dependent=338, Independent=-672.877)
		Datum(Dependent=339, Independent=-643.7089999999999)
		Datum(Dependent=340, Independent=-614.345)
		Datum(Dependent=341, Independent=-584.793)
		Datum(Dependent=342, Independent=-555.064)
		Datum(Dependent=343, Independent=-525.165)
		Datum(Dependent=344, Independent=-495.106)
		Datum(Dependent=345, Independent=-464.897)
		Datum(Dependent=346, Independent=-434.546)
		Datum(Dependent=347, Independent=-404.063)
		Datum(Dependent=348, Independent=-373.456)
		Datum(Dependent=349, Independent=-342.736)
		Datum(Dependent=350, Independent=-311.911)
		Datum(Dependent=351, Independent=-280.991)
		Datum(Dependent=352, Independent=-249.986)
		Datum(Dependent=353, Independent=-218.905)
		Datum(Dependent=354, Independent=-187.757)
		Datum(Dependent=355, Independent=-156.551)
		Datum(Dependent=356, Independent=-125.298)
		Datum(Dependent=357, Independent=-94.00709999999999)
		Datum(Dependent=358, Independent=-62.6873)
		Datum(Dependent=359, Independent=-31.3484)
		Datum(Dependent=360, Independent=-4.39948e-13)
	$end 'Data'
$end 'SolutionData'
